fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time
4,9172234,T2HM5  ,MELATI 3            ,572210220,0,12.3,122.51101,24.963926999999998,14.6,80,2023-03-25 15:17:21
63,0,BPDX9  ,XIANGSHUNYOU9   ,413400670,0,5.3,117.528265,23.629238,44.8,80,2023-03-25 15:13:12
125,,BVFG 8 ,,413699880,15,0.0,118.037503,24.466103,178.2,80,2023-03-25 15:06:31
127,9630444,V7ZA6  ,BLUE ARROW          ,538004779,5,0.0,120.505828,24.265588,212.6,80,2023-03-25 15:15:19
163,9263227,HOZX   ,COSBRIGHT LAKE      ,351165000,0,14.0,119.779247,20.027917,27.5,80,2023-03-25 15:15:17
199,9134294,V3IJ2  ,ECHO STAR           ,312868000,5,0.0,117.13128,23.563995,250.0,80,2023-03-25 15:11:39
223,9814569,BR4000 ,CHUNG YU NO.21      ,416005451,5,0.0,120.300112,22.583027,7.3,80,2023-03-25 15:14:58
224,9814571,BR4001 ,CHUNG YU NO.22      ,416005452,8,0.0,120.30128,22.584712,0.0,80,2023-03-25 15:17:21
231,,0000000,,413592460,15,0.0,119.547705,26.121027,279.9,80,2023-03-25 15:09:40
233,0,BODT5  ,SHENG RONG 26       ,413223960,5,0.0,117.584345,23.738922,77.3,80,2023-03-25 15:13:42
306,,       ,,413358250,0,8.1,119.005013,25.095675,171.3,80,2023-03-25 15:16:57
319,,SSD,,414403170,0,10.0,120.481842,26.517717,216.4,80,2023-03-25 15:17:27
335,,,JIN HAI SHUN 5      ,413696780,15,0.0,118.04043,24.466843,181.5,80,2023-03-25 15:13:06
336,0,BVAK8  ,HAI DA 788          ,413696810,1,0.0,118.03596,24.424957,360.0,80,2023-03-25 15:12:54
338,9058684,9LU2698,AN SHUEN            ,667001895,2,0.6000000000000001,120.193587,22.169427,213.0,80,2023-03-25 15:17:17
387,0,BVCZ8  ,HAI GONG 166        ,412704020,1,0.0,118.03392,24.431145,360.0,80,2023-03-25 15:16:56
388,0,BVG08  ,HAI GONG 169        ,412704030,1,0.0,118.039147,24.430033,360.0,80,2023-03-25 15:16:04
422,9359870,HZAO   ,GULF HUWAYLAT       ,403584000,0,2.9,119.9988,23.7507,198.0,80,2023-03-25 15:17:24
602,0,BPEC,JING WEI YOU 1,412423130,0,10.0,120.167212,25.838748,202.1,80,2023-03-25 15:17:24
738,0,,HAI DA 868,412703850,1,0.0,118.039767,24.427733,51.9,80,2023-03-25 15:15:16
748,9445473,D5SA5  ,ATHERINA            ,636018918,0,13.1,122.595863,22.805043,19.9,80,2023-03-25 15:17:23
