fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time
3,,BVFG 8 ,,413699880,15,0.0,118.037193,24.466145,236.4,80,2023-03-25 03:25:08
6,9630444,V7ZA6  ,BLUE ARROW          ,538004779,0,11.4,120.68423,24.764158,214.7,80,2023-03-25 03:26:03
69,9172234,T2HM5  ,MELATI 3            ,572210220,0,12.6,121.581152,22.572608,25.0,80,2023-03-25 03:27:24
92,0,,DA QING 769,412402730,1,0.1,116.848283,23.265128,11.1,80,2023-03-25 03:26:42
143,9134294,V3IJ2  ,ECHO STAR           ,312868000,5,0.1,117.131305,23.563998,67.8,80,2023-03-25 03:20:40
160,0,BVCZ8  ,HAI GONG 166        ,412704020,1,0.0,118.033493,24.431173,360.0,80,2023-03-25 03:25:09
161,0,BVG08  ,HAI GONG 169        ,412704030,1,0.0,118.03876,24.430165,360.0,80,2023-03-25 03:25:08
221,0,BODT5  ,SHENG RONG 26       ,413223960,1,0.5,117.547372,23.712443,339.8,80,2023-03-25 03:18:41
225,,,JIN HAI SHUN 5      ,413696780,15,0.0,118.039905,24.466612,266.2,80,2023-03-25 03:26:40
226,0,BVAK8  ,HAI DA 788          ,413696810,1,0.4,118.035747,24.424952,73.3,80,2023-03-25 03:25:40
227,9058684,9LU2698,AN SHUEN            ,667001895,2,0.30000000000000004,120.1686,22.296432,263.7,80,2023-03-25 03:27:27
241,0,BLBZ   ,HAI XIN YOU 602     ,413400630,1,0.0,118.12074,24.394167,262.6,80,2023-03-25 03:19:44
323,,,QUAN YI YOU 02      ,413697460,15,0.0,118.715037,24.816337,270.5,80,2023-03-25 03:19:12
328,9814569,BR4000 ,CHUNG YU NO.21      ,416005451,5,0.0,120.300092,22.582918,7.3,80,2023-03-25 03:23:54
365,0,,HAI DA 868,412703850,15,0.0,118.03928,24.427567,52.2,80,2023-03-25 03:26:58
375,9868120,BOFH7  ,BEI HAI KUN PENG    ,412474000,0,13.9,118.479118,24.205743,224.5,80,2023-03-25 03:27:25
418,0,BKQM4  ,HENG HUI 7          ,412406130,0,9.7,120.6134,26.646567,37.7,80,2023-03-25 03:27:31
441,9445473,D5SA5  ,ATHERINA            ,636018918,0,13.2,121.131238,20.89964,54.8,80,2023-03-25 03:27:23
482,9359870,HZAO   ,GULF HUWAYLAT       ,403584000,0,11.4,119.37225,22.3162,32.0,80,2023-03-25 03:22:15
641,9783722,C6DC4  ,SEATRIUMPH          ,311000636,0,12.7,122.805697,24.924732,195.4,80,2023-03-25 03:26:59
817,9346861,SVCD4,KRITI VERANO,241367000,0,12.7,122.314942,23.672713,22.5,80,2023-03-25 03:27:27
818,9892810,SVDI7  ,AMANTEA             ,241720000,0,14.8,119.73785,19.675627,229.3,80,2023-03-25 03:19:31
947,,BPCR9  ,,412303310,15,0.2,119.450153,25.240308,198.2,80,2023-03-25 03:20:34
1040,0,BXQQ   ,FU LI518            ,412469620,0,3.6,117.652072,23.776247,12.0,80,2023-03-25 03:27:07
1048,9686780,BRVY   ,ZHONG WEI 6         ,412476930,5,0.0,117.498077,23.757517,157.3,80,2023-03-25 03:25:13
1357,0,BPBW9  ,MIN YOU 101         ,412459770,5,0.0,119.485373,26.018552,0.0,80,2023-03-25 03:25:15
1371,0,BPCO8,ZHENYANG18,412438370,1,0.1,119.044367,25.020717,175.8,80,2023-03-25 03:26:24
1408,6514332,BVVVVB,MIN XIA MEN YOU 0008,413693820,0,0.0,118.037227,24.466007,0.0,80,2023-03-25 03:26:51
1411,,,,413695530,0,0.0,118.037638,24.463648,360.0,80,2023-03-25 03:15:03
1417,,,JINHAISHUN3         ,413695940,15,0.0,118.039903,24.466692,74.7,80,2023-03-25 03:23:34
1418,,BVHL8  ,,413695950,15,0.0,118.03645,24.469002,36.8,80,2023-03-25 03:27:14
1420,,,SHUN ZHOU 99        ,413697050,15,0.0,118.192548,24.560825,281.4,80,2023-03-25 03:26:02
1422,,,MIN XIA MEN YOU 0087,413697180,15,0.0,118.036788,24.463115,244.0,80,2023-03-25 03:24:48
1483,0,BKVJ5  ,YU SHUN 27          ,413443130,0,10.4,119.179668,24.896183,253.4,80,2023-03-25 03:27:04
1485,0,BKTI5,KAI FENG 17,413445240,1,0.4,119.103452,24.961133,88.7,80,2023-03-25 03:26:13
1486,0,BKPH6,YI DA 7,413447410,0,12.0,118.925638,24.692647,227.8,80,2023-03-25 03:21:42
1638,,BIBI9  ,,413377790,15,0.1,119.793273,26.2643,51.0,80,2023-03-25 03:25:57
1639,,BIBJ2  ,,413377810,15,0.1,119.792612,26.266345,120.7,80,2023-03-25 03:27:07
1644,0,BLGO3  ,ZHONG HAI YOU 698   ,413405390,0,9.3,119.923973,26.434892,139.3,80,2023-03-25 03:27:20
1649,0,       ,YONGFENGDA98,413427230,0,7.6,120.156338,26.517437,58.4,80,2023-03-25 03:27:30
1674,9702974,BVIT5  ,XING TONG 10        ,413697810,1,0.1,119.053948,25.043127,59.7,80,2023-03-25 03:25:58
1679,0,BVJE5,XINGTONG106,413698440,0,0.0,118.924797,25.052475,360.0,80,2023-03-25 03:24:27
1681,0,BVHW8  ,HAI GONG 167        ,413698470,8,0.0,118.037358,24.462395,219.1,80,2023-03-25 03:23:27
1682,,,HENG YU 9           ,413698760,15,0.0,118.365687,24.5155,65.4,80,2023-03-25 03:27:17
1725,0,_      ,HUA GUANG 95        ,413466770,1,0.2,116.8584,23.262138,360.0,80,2023-03-25 03:21:23
1728,,,,413700790,15,0.1,118.03759,24.463643,176.8,80,2023-03-25 03:19:45
1754,0,TEST   ,JIN HANG YOU 68     ,413570990,0,8.3,119.642373,25.119935,65.3,80,2023-03-25 03:27:27
1805,0,,HUA SHENG366        ,414403440,1,0.1,119.11026,24.969072,161.5,80,2023-03-25 03:27:10
1807,0,____   ,BAI TONG 9          ,414405380,1,0.0,119.089827,24.971962,123.9,80,2023-03-25 03:26:33
1823,9876414,D5XU7  ,BAGHDAD             ,636020128,4,13.3,122.700425,25.009748,22.6,80,2023-03-25 03:27:29
1826,0,,HUA JUN YOU 369     ,413511130,5,0.0,119.48814,26.020377,216.6,80,2023-03-25 03:25:38
1843,9487263,A8XN9  ,YAMILAH-III         ,636014944,0,12.5,122.224188,21.972102,22.8,80,2023-03-25 03:21:05
1852,9919735,VRUZ5  ,THERESA TIGA        ,477859300,0,13.9,122.211963,22.454235,185.6,80,2023-03-25 03:27:23
1875,0,BPCX9  ,XIN XIANG TAI       ,412378820,5,0.0,118.043623,24.452258,356.6,80,2023-03-25 03:25:47
1882,9531351,BR4317 ,TONG YEA NO.9       ,416006175,0,0.0,120.292015,22.592942,183.8,80,2023-03-25 03:27:12
1928,9739501,D5JF9  ,ANDAMAN             ,636017088,0,13.6,122.149185,22.588613,11.6,80,2023-03-25 03:27:24
1955,0,BKWF3,DA QING 739,413404390,1,0.1,118.533265,24.527428,106.4,80,2023-03-25 03:26:22
1994,9354894,VREF6  ,ATLANTIC LILY       ,477110700,0,11.6,120.729267,26.11246,22.5,80,2023-03-25 03:27:30
1998,9759757,V7UB5  ,FRONT CROWN         ,538007001,0,11.3,122.325152,22.20116,202.1,80,2023-03-25 03:22:59
2006,8910639,BNCB   ,TONG YEA NO.3       ,416124900,0,0.0,120.28596,22.59749,360.0,80,2023-03-25 03:27:31
2040,0,,SHAN QING 5 ,413470870,0,0.0,117.10839,23.559645,335.2,80,2023-03-25 03:22:43
2041,,,ZHENG LI XIN HAI 101,413472670,15,0.0,118.892222,24.876598,13.3,80,2023-03-25 03:23:54
2055,9435583,BPFM   ,LING YANG ZUO       ,413178000,0,13.4,121.636468,27.557915,211.8,80,2023-03-25 03:19:51
2066,9550060,BPBF7  ,HUA FU YOU 2        ,413498270,1,0.1,119.399357,25.361975,75.6,80,2023-03-25 03:16:13
2068,9249336,HOWO   ,LYCASTE PEACE       ,357261000,0,14.4,122.656425,25.491392,187.9,80,2023-03-25 03:27:30
2081,,,MIN XIA MEN YOU 0060,412459660,15,0.0,118.037288,24.46236,281.6,80,2023-03-25 03:27:12
2103,0,BFBM9  ,ZHONG HAI YOU 668   ,413305640,1,0.0,119.794387,26.264222,298.2,80,2023-03-25 03:24:48
2146,0,BOAR4  ,BANG YANG 7         ,414404060,0,12.2,118.652103,24.314162,230.7,80,2023-03-25 03:27:21
2154,9149251,3EHQ4  ,SHINING             ,374133000,0,13.9,118.393473,23.74924,233.0,80,2023-03-25 03:27:26
2184,9259185,3EYZ8  ,HEBE                ,370449000,0,12.3,120.538983,19.8883,223.0,80,2023-03-25 03:26:30
2258,0,9LU2642,WO SHUN,667001839,15,0.0,119.184957,22.873322,3.3,80,2023-03-25 03:26:50
2285,9859246,H3MS   ,GOLDEN BETELGEUSE   ,370679000,0,14.2,122.120323,23.74984,36.9,80,2023-03-25 03:27:29
2376,0,BMNY   ,FA XING YOU 168,413508450,0,0.1,119.799608,26.220548,82.3,80,2023-03-25 03:25:32
2491,0,BCER   ,RI  YOU  6          ,413326190,0,8.3,120.908467,26.998565,39.0,80,2023-03-25 03:26:57
2543,0,BHOW   ,JI  XIANG  6        ,413444190,1,0.1,118.116733,24.39952,360.0,80,2023-03-25 03:24:19
2606,,BVCA8,,413694720,15,0.1,118.040743,24.428778,20.2,80,2023-03-25 03:22:06
2626,9171175,UENV ,CILICIA,273436640,5,0.0,120.511198,24.281058,360.0,80,2023-03-25 03:26:02
2712,,,LUHAIXING66,413699970,15,0.1,118.038333,24.462583,134.8,80,2023-03-25 03:25:11
2767,9166857,D8VG   ,ARAHAN              ,440501000,5,0.0,120.510383,24.279158,122.4,80,2023-03-25 03:26:38
2905,9820063,SSD,CHUNG YU16,416005473,15,0.0,120.301708,22.584962,355.6,80,2023-03-25 03:27:32
2906,9820075,BR4010 ,CHUNG YU NO.18      ,416005474,15,0.0,121.74336,25.140297,360.0,80,2023-03-25 03:27:30
2907,9820087,BR4011 ,CHUNG YU NO.19      ,416005475,0,0.0,121.743293,25.140198,105.0,80,2023-03-25 03:27:30
2938,9423621,V7ZV6  ,CELSIUS MONTREAL    ,538004924,0,10.9,119.478383,22.913883,230.0,80,2023-03-25 03:27:29
2995,8801759,9LU2185,SJMARINER 1,667001382,0,0.1,120.251275,22.58395,203.7,80,2023-03-25 03:27:27
2998,9186716,9LU2271,AQUARIUS,667001468,5,0.0,119.70571,26.803457,124.7,80,2023-03-25 03:26:39
2999,8688717,9LU2373,MAGIC STAR,667001570,1,0.1,120.250563,22.573967,360.0,80,2023-03-25 03:23:48
3033,9566356,BHFC   ,TONG YUN            ,416450000,1,0.0,121.73047,25.204065,121.2,80,2023-03-25 03:27:28
3061,9745263,V7QK3  ,OLYMPIC FIGHTER     ,538007511,5,0.1,119.028938,25.04585,253.4,80,2023-03-25 03:21:42
3285,0,BOKS7  ,HAI GONG 198        ,413480560,5,0.0,118.035893,24.427625,360.0,80,2023-03-25 03:22:24
3315,9281683,3E3915 ,ANTHEA              ,352986161,0,9.9,121.42818,21.099275,238.0,80,2023-03-25 03:25:15
3330,9063811,TRAE5  ,ATHENA              ,626173000,1,0.0,119.930953,26.463213,360.0,80,2023-03-25 03:24:20
3333,9337195,A8QN6  ,FPMC C HONOR        ,636013971,5,0.0,120.168257,23.79332,303.4,80,2023-03-25 03:22:44
3334,9489039,A8XL9  ,LIWA-V              ,636014929,0,13.8,122.80116,23.03976,26.2,80,2023-03-25 03:24:52
3340,9783693,D5JL2  ,AMAD                ,636017129,0,12.4,122.644303,24.524787,8.8,80,2023-03-25 03:27:27
3369,0,BLTD7,YU SHUN 78,412427630,1,0.30000000000000004,118.894717,24.869133,85.6,80,2023-03-25 03:26:28
3384,9816323,D5NP3  ,ALMI ATLAS          ,636017969,0,11.1,122.028652,23.471962,208.2,80,2023-03-25 03:27:23
3386,9788590,D5SO3  ,ETERNAL SUNSHINE    ,636019017,0,10.6,120.427743,25.56008,36.3,80,2023-03-25 03:27:30
3419,9871074,9V6099 ,THERESA II          ,563083200,5,0.0,120.530985,24.287533,163.9,80,2023-03-25 03:26:51
3484,9102813,9LU2732,EVER GLORY          ,667001929,0,0.30000000000000004,120.257893,22.578528,360.0,80,2023-03-25 03:27:29
3485,9175731,9LU2775,CYNTHIA             ,667001972,1,0.0,119.702417,26.795035,69.7,80,2023-03-25 03:26:15
3486,8401406,9LY2219,GOLDEN PROSPEROUS,667003022,5,0.0,120.288172,22.594212,97.6,80,2023-03-25 03:24:32
3577,9209984,9LU2806,XIN JI CHENG        ,667001215,0,13.0,119.325773,23.58811,201.5,80,2023-03-25 03:27:32
3617,0,BLMX,ZHOUHAIYOU79,413448190,1,0.4,119.100457,24.96844,274.9,80,2023-03-25 03:25:23
3721,9060613,BKAO   ,NEW ENERGY          ,416195000,5,0.0,121.631212,23.985252,66.4,80,2023-03-25 03:25:20
3742,,,MIN XIA MEN YOU 0099,413698930,15,0.0,118.03782,24.461773,295.5,80,2023-03-25 03:25:09
3747,0,BJUF   ,XU  YANG7           ,412415960,0,10.8,119.366187,24.994113,232.0,80,2023-03-25 03:27:27
3756,,BVHK8  ,,413697960,15,0.0,118.189518,24.565505,332.3,80,2023-03-25 03:25:13
3831,9282106,3FVF   ,ARTEMIS GAS         ,356291000,0,10.7,122.81275,24.7826,181.0,80,2023-03-25 03:24:50
3909,,,HAI DA 968,413697210,15,0.1,118.041187,24.42518,30.2,80,2023-03-25 03:19:12
3958,0,BAIX   ,LONG XING YOU 998   ,413202970,0,9.9,120.17262,25.865263,207.2,80,2023-03-25 03:27:27
3959,9799159,VRSH7  ,NEW HONOR           ,477237400,0,11.9,122.297322,23.863267,208.5,80,2023-03-25 03:27:23
3991,9318618,BNIO   ,FORMOSAGAS CRYSTAL  ,416477000,1,0.1,120.12103,23.777393,176.1,80,2023-03-25 03:27:05
3993,9694749,VRPI5  ,CESI TIANJIN        ,477010900,0,10.6,120.621653,20.13326,289.6,80,2023-03-25 03:16:50
3997,9389019,SWCI   ,MARAN CAPRICORN     ,240755000,1,0.0,118.992533,24.719,170.0,80,2023-03-25 03:26:49
4005,9483736,BOQS6  ,CHANG HANG LAN JING ,414523000,5,0.0,119.01865,25.049073,278.9,80,2023-03-25 03:27:07
4012,9276456,BR3192,BAO SHAN NO.3,416362000,5,0.0,120.289383,22.608183,68.0,80,2023-03-25 03:25:19
4025,9555606,VRGL9  ,ANGEL NO.3          ,477733100,1,1.0,120.799993,26.383038,15.9,80,2023-03-25 03:25:41
4066,9466532,V7A4914,SH SARAH            ,538009578,0,9.5,119.903743,23.158247,179.4,80,2023-03-25 03:27:26
4068,9894739,V7A4918,NORD MIYABI         ,538009582,0,11.5,119.845492,19.416923,9.7,80,2023-03-25 03:18:26
4109,9874624,BHDZ   ,TAIAN NO.2          ,416053000,5,0.0,120.519948,24.286597,8.2,80,2023-03-25 03:25:31
4130,9154036,9LU2485,SUNNY POWER,667001682,15,0.1,120.282067,22.6035,147.0,80,2023-03-25 03:27:27
4167,9337975,C6WF6  ,DUHAIL              ,309599000,0,16.0,119.305223,19.802325,40.8,80,2023-03-25 03:27:22
4214,9683336,3EZD7  ,SILVER ESTHER       ,355511000,5,0.0,120.173012,23.777562,349.9,80,2023-03-25 03:23:17
4228,,,TONG HAI YOU 9      ,413699030,15,0.1,118.041338,24.424833,63.3,80,2023-03-25 03:26:15
