fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time
3,0,BLBZ   ,HAI XIN YOU 602     ,413400630,1,0.0,118.119852,24.395722,262.6,80,2023-03-24 23:55:54
33,,,QUAN YI YOU 02      ,413697460,15,0.0,118.71502,24.816335,313.2,80,2023-03-24 23:55:59
38,9814569,BR4000 ,CHUNG YU NO.21      ,416005451,5,0.0,120.300077,22.582933,7.3,80,2023-03-25 00:02:54
122,,BVGH8  ,,413696450,15,0.0,118.433188,24.63692,64.0,80,2023-03-25 00:03:53
125,9172234,T2HM5  ,MELATI 3            ,572210220,0,12.1,121.25489,21.92202,20.8,80,2023-03-25 00:07:05
146,0,,DA QING 769,412402730,1,0.0,116.848548,23.266717,36.9,80,2023-03-24 23:55:47
185,0,0      ,DONG  FANG  59      ,413358250,1,0.30000000000000004,119.045493,25.018055,58.9,80,2023-03-25 00:05:35
231,,,JIN HAI SHUN 5      ,413696780,15,0.0,118.040168,24.467068,135.6,80,2023-03-25 00:02:39
232,9058684,9LU2698,AN SHUEN            ,667001895,2,0.2,120.183333,22.299463,121.7,80,2023-03-25 00:07:06
264,9134294,V3IJ2  ,ECHO STAR           ,312868000,5,0.0,117.131292,23.563997,102.9,80,2023-03-24 23:59:40
367,,,HAI DA 868,412703850,15,0.0,118.037783,24.427783,235.9,80,2023-03-25 00:06:39
368,,       ,,412703890,15,1.4,118.041527,24.455213,147.8,80,2023-03-25 00:05:28
386,0,BVCZ8  ,HAI GONG 166        ,412704020,1,0.0,118.032347,24.431328,360.0,80,2023-03-25 00:07:11
387,0,BVG08  ,HAI GONG 169        ,412704030,1,0.0,118.037613,24.430482,360.0,80,2023-03-25 00:06:05
432,9630444,V7ZA6  ,BLUE ARROW          ,538004779,0,13.0,121.168187,25.244142,251.3,80,2023-03-25 00:07:13
436,9868120,BOFH7  ,BEI HAI KUN PENG    ,412474000,0,13.0,119.106362,24.694427,248.6,80,2023-03-25 00:07:12
448,,0000000,,413592460,15,0.0,119.547655,26.120893,213.9,80,2023-03-25 00:06:54
483,0,BKQM4  ,HENG HUI 7          ,412406130,0,8.0,120.334067,26.258485,18.4,80,2023-03-25 00:07:06
523,9547520,H3UD   ,AKANE               ,353172000,0,12.6,118.377483,22.2781,265.0,80,2023-03-25 00:06:06
529,9596272,3FQH2  ,MERIDIAN EXPRESS    ,356537000,0,12.5,120.204878,21.636013,265.0,80,2023-03-25 00:02:11
573,9346861,SVCD4,KRITI VERANO,241367000,0,13.2,121.943548,23.035808,29.6,80,2023-03-25 00:06:56
763,0,BPCR9  ,RONG TOU YOU 8      ,412303310,15,0.5,119.450012,25.240402,117.0,80,2023-03-25 00:05:36
1127,9359870,HZAO   ,GULF HUWAYLAT       ,403584000,0,12.3,118.896467,21.875933,63.0,80,2023-03-25 00:07:05
1194,0,BKSO3  ,KANG FA 11          ,412438420,5,0.0,117.88076,24.432667,360.0,80,2023-03-24 23:59:24
1264,9686780,BRVY   ,ZHONG WEI 6         ,412476930,5,0.0,117.498077,23.757497,157.3,80,2023-03-25 00:01:09
1348,,BIBI9  ,,413377790,15,0.1,119.792603,26.26436,51.0,80,2023-03-25 00:04:20
1349,,BIBJ2  ,,413377810,15,0.2,119.791732,26.266483,120.7,80,2023-03-25 00:03:01
1355,0,BLGO3  ,ZHONG HAI YOU 698   ,413405390,0,0.0,119.71848,26.445293,62.1,80,2023-03-25 00:06:40
1356,0,BOBV7,SHUN KAI 83,413407960,5,0.1,117.584217,23.737133,0.0,80,2023-03-24 23:56:40
1357,0,BLJJ   ,HUA CHEN 66         ,413409950,0,7.9,121.276387,27.468563,40.1,80,2023-03-25 00:06:37
1391,0,BPBW9  ,MIN YOU 101         ,412459770,5,0.0,119.485387,26.018535,0.0,80,2023-03-25 00:07:04
1399,0,BKVJ5  ,YU SHUN 27          ,413443130,0,11.6,119.761895,25.239405,226.0,80,2023-03-25 00:05:31
1403,0,BKTI5,KAI FENG 17,413445240,1,0.30000000000000004,119.102788,24.96171,0.0,80,2023-03-25 00:05:12
1404,9646479,BKNM6,HUITONG78,413445560,1,0.2,118.998265,24.631762,224.7,80,2023-03-25 00:05:49
1405,0,BKPH6,YI DA 7,413447410,0,12.4,119.506687,25.070175,243.6,80,2023-03-25 00:07:08
1419,0,,SHAN QING 5 ,413470870,0,0.0,117.108405,23.559703,205.9,80,2023-03-24 23:59:01
1420,,,ZHENG LI XIN HAI 101,413472670,15,0.0,118.892222,24.876598,13.3,80,2023-03-25 00:05:39
1500,6514332,BVVVVB,MIN XIA MEN YOU 0008,413693820,0,0.0,118.037067,24.466378,0.0,80,2023-03-24 23:56:42
1504,,,,413695530,0,0.0,118.037058,24.46389,360.0,80,2023-03-25 00:04:13
1510,,,JINHAISHUN3         ,413695940,15,0.0,118.040035,24.467105,74.7,80,2023-03-25 00:05:41
1511,,,HAIMINGHUA168       ,413695950,15,0.0,118.036348,24.469297,36.8,80,2023-03-25 00:06:55
1513,,,SHUN ZHOU 99        ,413697050,15,0.0,118.192548,24.560825,281.4,80,2023-03-25 00:06:07
1514,,BVBL6,,413697070,15,0.0,117.580667,23.772753,0.0,80,2023-03-24 23:58:21
1517,,,MIN XIA MEN YOU 0087,413697180,15,0.0,118.036537,24.463432,244.0,80,2023-03-25 00:06:38
1523,9702974,BVIT5  ,XING TONG 10        ,413697810,0,11.6,119.054847,25.004255,349.7,80,2023-03-25 00:07:13
1528,0,BVHW8  ,HAI GONG 167        ,413698470,8,0.0,118.036992,24.462557,264.3,80,2023-03-25 00:06:34
1529,,,HENG YU 9           ,413698760,15,0.0,118.36565,24.515643,65.4,80,2023-03-25 00:06:21
1547,0,TEST   ,JIN HANG YOU 68     ,413570990,0,8.8,119.2196,24.847705,48.8,80,2023-03-25 00:07:07
1585,0,BFBM9  ,ZHONG HAI YOU 668   ,413305640,1,0.1,119.794133,26.264438,162.7,80,2023-03-25 00:06:50
1602,0,BPCX9  ,XIN XIANG TAI       ,412378820,5,0.0,118.043615,24.452295,356.6,80,2023-03-24 23:55:52
1627,0,BQ3019,CHUNG YU NO1,416000120,1,0.1,120.519145,24.286652,241.9,80,2023-03-25 00:06:23
1647,,_      ,,413466770,1,0.0,116.85916,23.26401,360.0,80,2023-03-25 00:03:02
1650,,,,413700790,15,0.1,118.037097,24.463843,139.2,80,2023-03-25 00:01:56
1656,9149251,3EHQ4  ,SHINING             ,374133000,0,13.1,119.000083,24.266402,230.5,80,2023-03-25 00:07:13
1703,9739501,D5JF9  ,ANDAMAN             ,636017088,0,13.4,121.958755,21.851762,13.8,80,2023-03-25 00:06:24
1769,9876414,D5XU7  ,BAGHDAD             ,636020128,4,14.8,122.399677,24.283018,18.9,80,2023-03-25 00:07:12
1772,0,,HUA JUN YOU 369     ,413511130,5,0.0,119.488162,26.020335,216.6,80,2023-03-24 23:55:45
1779,8910639,BNCB   ,TONG YEA NO.3       ,416124900,0,0.0,120.285967,22.597475,360.0,80,2023-03-25 00:07:01
1850,0,       ,YONGFENGDA98,413427230,0,3.6,119.95458,26.275058,5.4,80,2023-03-25 00:07:10
1859,0,,HUA SHENG366        ,414403440,1,0.2,119.109417,24.969737,135.6,80,2023-03-25 00:06:15
1860,0,____   ,BAI TONG 9          ,414405380,0,9.8,118.8464,24.6731,42.2,80,2023-03-25 00:06:00
1884,9859246,H3MS   ,GOLDEN BETELGEUSE   ,370679000,0,13.5,121.911095,23.02815,24.1,80,2023-03-25 00:07:13
1903,0,,YONGFENGDA18,413417630,5,0.1,118.029848,24.542457,190.1,80,2023-03-25 00:06:30
1921,9550060,BPBF7  ,HUA FU YOU 2        ,413498270,1,0.1,119.398102,25.364632,68.8,80,2023-03-25 00:04:13
1924,9249336,HOWO   ,LYCASTE PEACE       ,357261000,0,14.6,122.82894,26.311663,187.5,80,2023-03-25 00:06:06
1935,0,BKWF3,DA QING 739,413404390,1,0.0,118.532113,24.529977,96.6,80,2023-03-25 00:05:22
1966,9166962,3EVT9  ,JM ARIES            ,374974000,2,1.6,120.941032,25.224628,222.8,80,2023-03-25 00:04:35
2033,9531351,BR4317 ,TONG YEA NO.9       ,416006175,0,0.0,120.292073,22.592952,183.8,80,2023-03-25 00:07:11
2060,9259185,3EYZ8  ,HEBE                ,370449000,0,12.1,121.043633,20.427333,223.0,80,2023-03-25 00:01:57
2101,0,BVFR8,HAIDA988,412705360,1,0.0,118.079473,24.516013,68.7,80,2023-03-25 00:02:22
2103,9919735,VRUZ5  ,THERESA TIGA        ,477859300,0,13.0,122.208993,23.21902,187.8,80,2023-03-25 00:07:00
2141,,,JIN HAI SHUN 9,413694720,15,0.0,118.03965,24.42895,94.6,80,2023-03-25 00:04:44
2188,0,BOAR4  ,BANG YANG 7         ,414404060,0,11.6,119.226173,24.734425,230.5,80,2023-03-25 00:07:12
2199,0,BMNY   ,FA XING YOU 168,413508450,0,0.1,119.799075,26.220528,156.9,80,2023-03-25 00:05:21
2241,9166857,D8VG   ,ARAHAN              ,440501000,5,0.0,120.510403,24.279168,238.3,80,2023-03-25 00:05:38
2298,,,WO SHUN,667001839,15,0.1,119.185048,22.875823,203.4,80,2023-03-25 00:05:24
2358,9171175,UENV ,CILICIA,273436640,5,0.0,120.511203,24.281047,360.0,80,2023-03-25 00:06:01
2453,0,BCER   ,RI  YOU  6          ,413326190,0,6.6,120.6306,26.68501,36.3,80,2023-03-25 00:07:05
2592,0,BHOW   ,JI  XIANG  6        ,413444190,1,0.0,118.115467,24.401042,360.0,80,2023-03-25 00:05:25
2615,,,LUHAIXING66,413699970,15,0.1,118.038283,24.463067,250.9,80,2023-03-24 23:56:50
2688,9820063,SSD,CHUNG YU16,416005473,15,0.0,120.301708,22.58496,355.6,80,2023-03-25 00:07:13
2689,9820075,BR4010 ,CHUNG YU NO.18      ,416005474,15,0.0,121.743347,25.140283,360.0,80,2023-03-25 00:07:11
2690,9820087,BR4011 ,CHUNG YU NO.19      ,416005475,0,0.0,121.74328,25.140195,25.0,80,2023-03-25 00:07:09
2734,0,BLTD7,YU SHUN 78,412427630,1,0.0,118.894533,24.869483,38.6,80,2023-03-25 00:05:25
2735,0,BKPJ6  ,YONGXINYOU8         ,412423310,5,0.0,120.687737,27.69868,0.0,80,2023-03-24 23:55:56
2805,9766619,D7BL   ,BELIEF GAS          ,441782000,0,12.7,119.011243,21.346133,34.7,80,2023-03-25 00:03:16
2806,9816323,D5NP3  ,ALMI ATLAS          ,636017969,0,11.4,122.255303,24.051498,199.9,80,2023-03-25 00:07:03
2809,9788590,D5SO3  ,ETERNAL SUNSHINE    ,636019017,0,9.7,120.059105,25.117637,52.2,80,2023-03-25 00:05:50
2981,8801759,9LU2185,SJMARINER 1,667001382,0,0.2,120.251622,22.584923,156.9,80,2023-03-25 00:07:11
2984,9186716,9LU2271,AQUARIUS,667001468,5,0.1,119.705792,26.803488,117.5,80,2023-03-25 00:02:34
2985,8688717,9LU2373,MAGIC STAR,667001570,1,0.30000000000000004,120.251268,22.57534,360.0,80,2023-03-25 00:05:48
2987,9102813,9LU2732,EVER GLORY          ,667001929,0,0.1,120.25824,22.579822,169.5,80,2023-03-25 00:07:09
2988,9175731,9LU2775,CYNTHIA             ,667001972,1,0.1,119.7013,26.796978,248.8,80,2023-03-25 00:05:13
2989,8401406,9LY2219,GOLDEN PROSPEROUS,667003022,5,0.0,120.28819,22.594283,207.0,80,2023-03-25 00:03:33
3125,9566356,BHFC   ,TONG YUN            ,416450000,1,0.1,121.728472,25.203812,241.0,80,2023-03-25 00:06:28
