fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time
2,,BVGH8  ,,413696450,15,0.0,118.43335,24.635617,336.4,80,2023-03-25 21:06:51
87,9134294,V3IJ2  ,ECHO STAR           ,312868000,5,0.0,117.13129,23.564005,41.0,80,2023-03-25 20:56:39
148,0,BVCZ8  ,HAI GONG 166        ,412704020,1,0.0,118.034333,24.431258,360.0,80,2023-03-25 21:04:55
149,0,BVG08  ,HAI GONG 169        ,412704030,1,0.0,118.039467,24.43036,360.0,80,2023-03-25 21:05:17
247,,BVFG 8 ,,413699880,15,0.0,118.037095,24.466338,153.9,80,2023-03-25 21:00:51
249,9630444,V7ZA6  ,BLUE ARROW          ,538004779,5,0.0,120.505837,24.26557,212.6,80,2023-03-25 21:06:27
252,9238129,BIAJ3,ZHONG RAN ZHI XING,413376420,0,10.2,117.025792,23.33596,62.4,80,2023-03-25 21:04:10
314,,,,412703850,1,0.0,118.040083,24.427933,6.7,80,2023-03-25 21:07:16
317,0,BVAQ8,HAI ZHI XING 168,412703930,1,0.4,117.550385,23.721063,344.3,80,2023-03-25 20:57:06
344,,,JIN HAI SHUN 5      ,413696780,15,0.0,118.040002,24.466728,219.7,80,2023-03-25 21:06:16
345,0,BVAK8  ,HAI DA 788          ,413696810,1,0.0,118.036373,24.425225,360.0,80,2023-03-25 21:07:02
346,9058684,9LU2698,AN SHUEN            ,667001895,2,1.0,120.186613,22.152165,82.8,80,2023-03-25 21:07:46
367,0,BLBZ   ,HAI XIN YOU 602     ,413400630,5,0.0,118.08793,24.537723,157.6,80,2023-03-25 21:07:22
368,0,BPDX9  ,XIANGSHUNYOU9   ,413400670,1,0.9,117.551183,23.712037,322.6,80,2023-03-25 21:05:45
398,,,QUAN YI YOU 02      ,413697460,15,0.0,118.715013,24.81645,117.9,80,2023-03-25 21:04:57
412,0,BODT5  ,SHENG RONG 26       ,413223960,5,0.0,117.584275,23.738923,77.3,80,2023-03-25 20:55:37
451,0,SSD,JI XIANG 17,414403170,0,10.5,119.977873,25.647462,210.7,80,2023-03-25 21:07:43
683,9335109,C6VP7  ,GULF ELAN           ,309833000,0,14.2,119.874483,24.888783,46.0,80,2023-03-25 21:07:39
686,9783722,C6DC4  ,SEATRIUMPH          ,311000636,0,13.8,121.6954,21.266957,233.3,80,2023-03-25 21:07:34
946,0,BKUC4,YUAN XIANG 157,412401340,0,10.2,120.714067,27.233583,214.0,80,2023-03-25 21:02:17
1039,0,BPCO8,ZHENYANG18,412438370,1,0.1,119.044,25.0223,88.5,80,2023-03-25 21:06:00
1040,0,BKSO3  ,KANG FA 11          ,412438420,5,0.0,117.8808,24.432765,360.0,80,2023-03-25 20:56:24
1154,,0000000,,412592650,15,0.0,117.453882,23.657602,294.3,80,2023-03-25 21:04:07
1313,9359870,HZAO   ,GULF HUWAYLAT       ,403584000,0,1.7000000000000002,119.99695,23.789217,342.0,80,2023-03-25 21:07:45
1334,0,BPEC,JING WEI YOU 1,412423130,0,9.5,119.585998,25.117407,237.9,80,2023-03-25 21:07:45
1394,0,BINB   ,HU YOU 8            ,412373510,0,9.8,120.387573,26.825152,215.4,80,2023-03-25 21:07:35
1401,0,BXQQ   ,FU LI518            ,412469620,5,0.0,118.0735,24.502307,0.0,80,2023-03-25 21:04:15
1441,6514332,BVVVVB,MIN XIA MEN YOU 0008,413693820,0,0.0,118.037187,24.466245,0.0,80,2023-03-25 21:06:57
1452,,,JINHAISHUN3         ,413695940,15,0.0,118.039882,24.466818,74.7,80,2023-03-25 21:00:00
1453,,,HAIMINGHUA168       ,413695950,15,0.0,118.036477,24.469265,36.8,80,2023-03-25 21:07:09
1455,,,SHUN ZHOU 99        ,413697050,15,0.0,118.192548,24.560825,281.4,80,2023-03-25 21:06:44
1458,,,MIN XIA MEN YOU 0087,413697180,15,0.0,118.036608,24.463303,244.0,80,2023-03-25 21:06:05
1461,,BVHC8,,413697550,15,0.0,118.037333,24.466445,138.1,80,2023-03-25 21:05:04
1465,9702974,BVIT5  ,XING TONG 10        ,413697810,0,10.3,119.004443,24.712592,209.9,80,2023-03-25 21:07:44
1470,0,BVJE5,XINGTONG106,413698440,0,0.0,118.92476,25.0525,360.0,80,2023-03-25 21:07:27
1471,0,BVHW8  ,HAI GONG 167        ,413698470,8,0.0,118.037253,24.462507,190.5,80,2023-03-25 21:03:44
1472,,,HENG YU 9           ,413698760,15,0.0,118.036443,24.430133,83.2,80,2023-03-25 21:07:15
1515,0,BOYU6,YIJIA1HAO,413357930,0,9.5,119.878468,25.43751,203.3,80,2023-03-25 21:05:53
1568,0,0      ,MING RI GUANG 10 HAO,413232120,0,9.5,119.78996,25.179852,55.3,80,2023-03-25 21:07:41
1569,9856476,BOGI3  ,KUN SHUN            ,413233410,0,13.3,120.52367,25.934572,209.4,80,2023-03-25 21:07:39
1606,0,BVJD5,XINGTONG103,413698480,1,0.0,118.955845,25.156917,360.0,80,2023-03-25 20:56:49
1618,0,BPBW9  ,MIN YOU 101         ,412459770,0,9.7,119.05328,25.016985,345.2,80,2023-03-25 21:07:46
1668,0,BVFR8,HAIDA988,412705360,1,0.0,118.04452,24.425742,354.6,80,2023-03-25 20:59:14
1695,0,,HUA SHENG366        ,414403440,1,0.0,119.109888,24.969475,297.9,80,2023-03-25 21:06:17
1697,0,____   ,BAI TONG 9          ,414405380,1,0.6000000000000001,119.089853,24.972217,313.5,80,2023-03-25 21:05:36
1740,0,BHYF6  ,HENG SHUN YOU 68    ,413360780,0,10.5,117.45078,23.449262,43.9,80,2023-03-25 20:56:12
1750,,BIBI9  ,,413377790,15,0.1,119.792467,26.264615,51.0,80,2023-03-25 21:06:05
1751,,BIBJ2  ,,413377810,15,0.0,119.791597,26.266967,120.7,80,2023-03-25 21:03:39
1757,0,BLGO3  ,ZHONG HAI YOU 698   ,413405390,0,0.0,119.57276,26.134937,355.9,80,2023-03-25 21:06:41
1794,0,BOCI6,SHUN YANG 77,413438050,0,7.7,120.208385,26.736743,207.6,80,2023-03-25 21:07:22
1797,0,BKTI5,KAI FENG 17,413445240,1,0.1,119.102843,24.96188,0.0,80,2023-03-25 20:59:53
1798,9646479,BKNM6,HUITONG78,413445560,1,0.30000000000000004,118.998733,24.6313,129.6,80,2023-03-25 20:59:42
1799,0,BKPH6,YI DA 7,413447410,5,0.0,117.58426,23.737293,153.0,80,2023-03-25 21:05:24
1816,0,,SHAN QING 5 ,413470870,0,0.0,117.108688,23.559478,146.2,80,2023-03-25 21:06:31
1817,,,ZHENG LI XIN HAI 101,413472670,15,0.0,118.8924,24.875392,209.6,80,2023-03-25 21:03:03
1822,0,BMEO   ,DONG FANG 67,413494360,0,10.4,118.042117,24.08535,34.5,80,2023-03-25 21:07:26
1827,9611656,BPGF   ,GUI CHI             ,414732000,0,13.0,117.522935,23.124823,59.6,80,2023-03-25 21:07:15
1838,0,_      ,HUA GUANG 95        ,413466770,1,0.0,116.858347,23.262745,360.0,80,2023-03-25 20:58:01
1842,,,,413700790,15,0.1,118.037365,24.463725,169.3,80,2023-03-25 21:02:53
1878,9398943,BQCH   ,YUAN YANG HU        ,413880000,0,13.8,122.827063,25.249448,203.2,80,2023-03-25 21:07:42
1930,0,BPCX9  ,XIN XIANG TAI       ,412378820,5,0.0,118.043663,24.452385,356.6,80,2023-03-25 21:04:52
1961,,,MIN XIA MEN YOU 0060,412459660,15,0.0,118.037103,24.462615,286.0,80,2023-03-25 21:05:54
1988,9435583,BPFM   ,LING YANG ZUO       ,413178000,0,10.3,119.293317,24.551795,232.5,80,2023-03-25 21:07:39
1997,9550060,BPBF7  ,HUA FU YOU 2        ,413498270,5,0.0,119.262677,25.426972,223.2,80,2023-03-25 20:55:59
2000,9249336,HOWO   ,LYCASTE PEACE       ,357261000,0,12.6,121.155053,21.902085,219.9,80,2023-03-25 21:07:39
2015,,BNCB,,416124900,0,0.0,120.28588,22.59753,360.0,80,2023-03-25 21:07:38
2060,0,,YONGFENGDA18,413417630,0,7.6,119.346733,24.977217,50.3,80,2023-03-25 21:07:35
2094,0,BFBM9  ,ZHONG HAI YOU 668   ,413305640,1,0.30000000000000004,119.79404,26.264808,158.7,80,2023-03-25 21:05:15
2103,0,,HUA JUN YOU 369     ,413511130,5,0.0,119.488212,26.020412,216.6,80,2023-03-25 21:04:47
2123,9887360,D7HF   ,HANYU FRONTIER      ,441497000,0,11.0,120.779088,25.094717,187.9,80,2023-03-25 21:07:34
2144,0,9LU2642,WO SHUN,667001839,15,2.2,119.266253,22.923128,170.6,80,2023-03-25 21:07:13
2268,0,BMNY   ,FA XING YOU 168,413508450,0,0.1,119.798977,26.220663,37.3,80,2023-03-25 21:07:17
