fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time
5,0,0      ,DONG  FANG  59      ,413358250,0,6.5,119.487693,25.279468,62.0,80,2023-03-14 13:26:48
13,0,BBIU5,HUIJINYI 039,413327960,1,0.2,118.490183,24.552202,304.2,80,2023-03-14 13:26:22
33,0,SSD,JI XIANG 17,414403170,1,0.0,117.558217,23.715388,154.7,80,2023-03-14 13:23:06
64,9947029,9HA5700,BWEK BORNHOLM       ,256110000,1,0.0,119.685022,25.237683,164.6,80,2023-03-14 13:25:22
67,,,HAI DA 868,412703850,15,0.0,118.03625,24.425117,155.8,80,2023-03-14 13:26:21
68,,       ,,412703890,15,1.4,118.041528,24.455267,139.1,80,2023-03-14 13:23:22
70,0,BVAQ8,HAI ZHI XING 168,412703930,1,0.2,117.54943,23.721032,282.9,80,2023-03-14 13:24:43
109,0,BKBW   ,DONG HAI 216        ,413459020,0,10.8,118.404365,24.131465,231.8,80,2023-03-14 13:26:27
110,0,BKXR6  ,HUACHEN366          ,413459050,5,0.0,118.042847,24.452653,310.0,80,2023-03-14 13:20:48
126,0,BEJE   ,CHENG LANG 66       ,413570560,0,10.0,119.931373,25.7179,168.8,80,2023-03-14 13:26:56
165,0,,DA QING 769,412402730,5,0.0,118.430197,24.641128,32.4,80,2023-03-14 13:18:14
186,0,BLBZ   ,HAI XIN YOU 602     ,413400630,1,0.2,119.830065,25.95841,315.8,80,2023-03-14 13:26:54
223,9759264,3FHE7  ,BUENA CONFIANZA     ,353743000,0,14.8,122.160802,26.304503,52.6,80,2023-03-14 13:20:01
250,0,BOGX5,JIN WANG YOU 17,413235570,5,0.0,119.014348,25.041218,283.0,80,2023-03-14 13:17:50
271,0,BVCZ8  ,HAI GONG 166        ,412704020,1,0.4,118.38364,24.538758,106.3,80,2023-03-14 13:21:08
272,0,BVG08  ,HAI GONG 169        ,412704030,1,0.1,118.037533,24.429542,360.0,80,2023-03-14 13:25:24
285,,,JIN HAI SHUN 5      ,413696780,15,0.0,118.039942,24.467248,188.2,80,2023-03-14 13:25:38
286,0,BVAK8  ,HAI DA 788          ,413696810,5,0.1,118.081933,24.524658,157.7,80,2023-03-14 13:24:29
287,9058684,9LU2698,AN SHUEN            ,667001895,0,10.7,119.80956,22.793648,279.2,80,2023-03-14 13:26:52
317,8408636,9LU2144,KUN PENG            ,667001341,0,2.6,121.568663,25.934108,81.8,80,2023-03-14 13:26:41
319,0,BOAR 5 ,NING YUAN XING GUANG,413216050,0,9.6,120.14156,26.121843,11.0,80,2023-03-14 13:26:58
337,,,QUAN YI YOU 02      ,413697460,15,0.0,118.715013,24.816408,97.3,80,2023-03-14 13:21:03
343,9814569,BR4000 ,CHUNG YU NO.21      ,416005451,5,7.7,120.306113,22.57438,144.2,80,2023-03-14 13:26:50
344,9814571,BR4001 ,CHUNG YU NO.22      ,416005452,8,0.0,120.301217,22.584758,131.9,80,2023-03-14 13:26:56
533,9213208,E5U3586,PROGRESS 10         ,518100675,5,0.0,120.165875,22.973877,173.2,80,2023-03-14 13:25:27
668,9734678,C6BV7  ,CONCORDE            ,311000378,0,15.2,121.663383,26.029928,247.9,80,2023-03-14 13:26:55
670,9756274,C6DW6  ,MANOLATES           ,311000803,5,0.1,119.018678,25.048992,242.4,80,2023-03-14 13:21:05
686,0,BSNW   ,HAI XIONG YOU 2     ,412476870,5,0.0,119.015393,25.043093,0.0,80,2023-03-14 13:21:34
736,,BVFG 8 ,,413699880,15,0.0,118.037283,24.46694,106.4,80,2023-03-14 13:16:01
773,9547520,H3UD   ,AKANE               ,353172000,0,12.3,121.334283,21.415783,96.0,80,2023-03-14 13:26:36
778,9773935,3FOK3  ,STAR ENERGY         ,354536000,1,0.0,120.065817,23.767753,132.8,80,2023-03-14 13:24:08
781,9503237,HOJV   ,SAMAIL              ,357867000,0,14.4,122.692355,25.65982,18.7,80,2023-03-14 13:26:58
822,9359868,HZAJ   ,GULF FANATIR        ,403079000,0,12.5,120.622217,24.9579,212.0,80,2023-03-14 13:26:33
924,9770517,SVCK4  ,MARAN ARIADNE       ,241438000,0,13.3,122.174537,24.078233,18.9,80,2023-03-14 13:26:47
1486,0,BPBW9  ,MIN YOU 101         ,412459770,1,0.1,119.041627,25.0158,0.0,80,2023-03-14 13:25:43
1597,0,,YU ZHOU 31          ,412431780,1,7.9,119.286987,25.127052,33.3,80,2023-03-14 13:26:57
1709,0,BOAS4  ,MIN YOU 109         ,413211070,0,4.2,118.107972,24.411253,252.9,80,2023-03-14 13:26:59
1714,0,BOAA8  ,YUAN XIANG 9        ,413212540,0,10.8,120.480373,26.654277,193.8,80,2023-03-14 13:26:55
1718,,,MINXIAMENYOU0026,413215850,15,0.1,118.03821,24.463165,217.4,80,2023-03-14 13:26:04
1752,0,BKQK3  ,YI ZHOU 7           ,412437640,1,0.2,119.047173,25.013868,11.5,80,2023-03-14 13:22:35
1832,0,BQKH   ,HONG ZHI 88         ,412705520,1,0.1,119.83816,26.199793,290.6,80,2023-03-14 13:24:29
1838,0,BKQS5,GUO YANG 79,412763650,1,0.0,118.114067,24.4096,227.1,80,2023-03-14 13:21:49
1839,0,BKSQ5,DA  DONG FANG 22,412763880,0,5.9,118.008698,24.441972,103.9,80,2023-03-14 13:26:42
1842,0,BOKY8  ,DONG CHENG YOU 161  ,413496820,0,11.0,117.648178,23.599813,42.3,80,2023-03-14 13:23:46
1909,6514332,BVVVVB,MIN XIA MEN YOU 0008,413693820,0,0.0,118.037133,24.466932,0.0,80,2023-03-14 13:17:00
1911,,       ,,413695110,15,0.0,118.081013,24.521152,119.4,80,2023-03-14 13:20:37
1952,0,BOCI6,SHUN YANG 77,413438050,0,9.2,120.212992,26.742647,197.4,80,2023-03-14 13:20:21
1959,0,BKXL5,JINLUN12,413444680,0,10.5,120.614368,26.670453,214.8,80,2023-03-14 13:26:48
1961,0,BKXU5  ,GUO HONG 10,413446080,0,8.3,120.225525,26.129455,25.7,80,2023-03-14 13:26:56
1963,0,BKPH6,YI DA 7,413447410,5,0.0,118.430553,24.642293,0.0,80,2023-03-14 13:26:06
1964,8678748,BKDP,GUO HONG11,413447620,0,9.4,120.69601,26.77614,39.1,80,2023-03-14 13:26:46
1965,0,,ZHE PU YOU 16,413448750,15,1.1,118.961175,24.524475,294.9,80,2023-03-14 13:25:06
1968,0,BKLL   ,XIN AO TAI 161      ,413451240,1,0.0,118.223417,24.322158,338.5,80,2023-03-14 13:24:43
1974,0,BSWZ   ,HE LIAN YOU 17      ,413459480,0,12.4,118.196848,24.080437,48.1,80,2023-03-14 13:26:30
1978,0,,SHAN QING 5 ,413470870,0,0.0,117.108368,23.559963,319.7,80,2023-03-14 13:26:52
1980,9233674,BRSR,ZHAOSHANGYI,413476340,1,0.4,117.059177,23.50264,43.5,80,2023-03-14 13:26:24
2024,0,BHYD,SHENGFEI501,413358580,0,9.9,119.332033,24.988927,49.0,80,2023-03-14 13:26:53
2100,0,BFBM9  ,ZHONG HAI YOU 668   ,413305640,1,0.8,119.058827,25.048938,322.7,80,2023-03-14 13:26:57
2106,,,JINHAISHUN3         ,413695940,15,0.0,118.039977,24.467265,170.6,80,2023-03-14 13:20:16
2107,,,HAIMINGHUA168       ,413695950,15,0.0,118.036422,24.469738,153.8,80,2023-03-14 13:22:48
2109,,,SHUN ZHOU 99        ,413697050,15,0.0,118.192737,24.560785,138.3,80,2023-03-14 13:22:22
2110,,,ZHOUHAI 62,413697060,15,0.1,118.084333,24.532295,261.2,80,2023-03-14 13:22:48
2112,,,MIN XIA MEN YOU 0087,413697180,15,0.0,118.036587,24.46376,307.6,80,2023-03-14 13:18:55
2116,9702974,BVIT5  ,XING TONG 10        ,413697810,5,0.0,118.088002,24.537888,0.0,80,2023-03-14 13:16:31
2122,0,BVJE5,XINGTONG106,413698440,0,0.0,118.92523,25.052128,360.0,80,2023-03-14 13:23:17
2124,0,BVHW8  ,HAI GONG 167        ,413698470,8,0.0,118.037002,24.462883,281.0,80,2023-03-14 13:23:14
2125,,,HENG YU 9           ,413698760,15,5.3,118.012495,24.440697,116.9,80,2023-03-14 13:18:26
2128,,,LU HAI XING 67,413699550,15,0.0,118.038288,24.463258,111.8,80,2023-03-14 13:26:31
2175,0,BKXG5  ,HONG RUN 38         ,413444310,0,8.5,120.287327,26.682965,26.3,80,2023-03-14 13:24:15
2268,9594688,BYFU   ,FENG HAI 23         ,413466780,0,9.9,120.18869,25.910145,20.1,80,2023-03-14 13:26:57
2293,0,BQ3019,CHUNG YU NO1,416000120,1,0.0,120.519122,24.286668,63.9,80,2023-03-14 13:25:26
2315,0,BIBV5  ,NINGSHENHAIYOU 8    ,413378820,0,10.2,118.294037,24.157715,47.7,80,2023-03-14 13:26:49
2316,0,BIBW6,HENGZHOU002,413378870,0,7.7,119.646807,25.15199,50.9,80,2023-03-14 13:25:39
2375,9550060,BPBF7  ,HUA FU YOU 2        ,413498270,0,9.8,120.980388,27.096482,34.7,80,2023-03-14 13:25:48
2443,9536038,BUSZ   ,CHANG AN ZHOU       ,413361010,0,12.2,118.450775,23.905028,43.3,80,2023-03-14 13:26:57
2579,,,MIN XIA MEN YOU 0060,412459660,0,0.0,118.037147,24.46297,84.9,80,2023-03-14 13:23:22
2593,0,BLGO3  ,ZHONG HAI YOU 698   ,413405390,0,7.3,119.86668,26.215625,28.1,80,2023-03-14 13:24:27
2603,9186273,3EQU6  ,JM SCORPIO          ,357057000,0,9.3,120.500695,24.292058,100.5,80,2023-03-14 13:26:55
2605,0,BVFR8,HAIDA988,412705360,1,0.1,118.03887,24.428008,202.0,80,2023-03-14 13:26:10
2628,0,BIBQ5  ,JIAN QIAO 211       ,413378260,1,0.0,118.120307,24.398727,241.6,80,2023-03-14 13:24:07
2669,9678525,9V2622 ,LEO SUNRISE         ,565099000,0,16.0,121.782867,25.749007,66.1,80,2023-03-14 13:26:56
2729,8910639,BNCB   ,TONG YEA NO.3       ,416124900,0,0.0,119.943438,26.163673,360.0,80,2023-03-14 13:24:03
2887,,,JIN HAI SHUN 9,413694720,1,0.1,118.03995,24.42945,171.4,80,2023-03-14 13:26:13
3018,9862281,BOYO5  ,HONG ZHI 77         ,413381110,1,0.2,119.698843,25.234317,275.0,80,2023-03-14 13:18:10
3032,9363869,3ETR3  ,BAY YASU            ,370646000,0,11.9,120.76478,21.524577,30.5,80,2023-03-14 13:26:57
3070,,,LUHAIXING66,413699970,15,0.0,118.038333,24.463233,92.4,80,2023-03-14 13:20:39
3094,9509449,V7RD5  ,ELANDRA OAK         ,538006775,0,13.0,117.730878,23.629078,98.5,80,2023-03-14 13:26:59
3133,9166936,BOEP   ,BAI HUA YUAN        ,413275930,0,10.7,119.61897,22.958023,85.4,80,2023-03-14 13:26:46
3242,926677400,T2RI5  ,EVER VICTORY        ,572439220,5,0.0,120.17124,23.796245,360.0,80,2023-03-14 13:26:03
3251,0,BBZY8  ,JIU TAI YOU 3       ,413329710,0,10.1,119.979408,25.642147,207.6,80,2023-03-14 13:26:47
3325,9821005,D5PC6  ,SUNNY RAINBOW       ,636018303,5,0.0,121.394303,25.158823,295.2,80,2023-03-14 13:22:10
3618,9566356,BHFC   ,TONG YUN            ,416450000,1,0.0,120.238287,22.575332,17.8,80,2023-03-14 13:26:42
3621,0,BOAR4  ,BANG YANG 7         ,414404060,0,11.9,118.199032,24.033288,49.3,80,2023-03-14 13:26:55
3663,0,BOYS3,XU YANG 9           ,412436270,0,10.1,120.863655,26.932998,226.7,80,2023-03-14 13:24:13
3666,0,BLTD7,YU SHUN 78,412427630,0,10.1,119.059333,24.94145,38.5,80,2023-03-14 13:26:45
3667,0,BKPJ6  ,YONGXINYOU8         ,412423310,0,8.4,121.223495,27.955782,255.0,80,2023-03-14 13:26:09
3740,9718832,V7NT9  ,KHASAB SILVER       ,538006507,0,12.8,119.160807,24.312817,64.0,80,2023-03-14 13:26:56
3872,9820063,SSD,CHUNG YU16,416005473,15,0.0,120.282828,22.615788,332.6,80,2023-03-14 13:26:58
3873,9820075,BR4010 ,CHUNG YU NO.18      ,416005474,15,0.0,121.743333,25.140283,360.0,80,2023-03-14 13:26:51
3874,9820087,BR4011 ,CHUNG YU NO.19      ,416005475,0,0.0,121.743347,25.140305,83.3,80,2023-03-14 13:26:57
3915,9367750,9V5110 ,DEE4 ELM            ,563002600,0,11.7,121.39375,21.21985,48.0,80,2023-03-14 13:26:46
4078,0,BAHC   ,LIAO YOU 123        ,413200840,0,10.5,117.74633299999999,23.51815,229.3,80,2023-03-14 13:16:45
4143,0,BPRV   ,JINGWEIYOU2         ,412431350,0,9.7,117.005947,23.12824,239.2,80,2023-03-14 13:19:38
4168,9190602,9LU2101,CHERRY 168,667001298,5,0.0,120.507293,24.269375,123.3,80,2023-03-14 13:25:51
4171,9186716,9LU2271,AQUARIUS,667001468,1,0.1,119.700165,26.799387,94.1,80,2023-03-14 13:25:49
4172,8688717,9LU2373,MAGIC STAR,667001570,1,0.30000000000000004,120.251002,22.57555,360.0,80,2023-03-14 13:26:47
4174,9175731,9LU2775,CYNTHIA             ,667001972,5,0.0,119.70572,26.803333,0.0,80,2023-03-14 13:25:20
4259,0,BOKS7  ,HAI GONG 198        ,413480560,1,0.0,118.03176,24.429815,360.0,80,2023-03-14 13:24:05
4282,9120437,9LU2233,GENERAL NO.1,667001430,5,1.1,120.819797,26.104447,212.6,80,2023-03-14 13:19:19
4298,9788590,D5SO3  ,ETERNAL SUNSHINE    ,636019017,0,11.5,122.971107,23.63055,21.4,80,2023-03-14 13:26:40
