fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time
6,0,BBIU5,HUIJINYI 039,413327960,1,0.0,118.49074,24.552268,148.6,80,2023-03-15 00:05:15
62,9947029,9HA5700,BWEK BORNHOLM       ,256110000,1,0.0,119.68618,25.239487,358.8,80,2023-03-15 00:07:22
63,,,HAI DA 868,412703850,15,0.1,118.036483,24.424967,115.7,80,2023-03-15 00:07:17
68,9389253,SVAL7  , ASTRO CHLOE        ,240839000,0,12.9,119.611283,20.392217,40.0,80,2023-03-15 00:06:26
96,0,BVCZ8  ,HAI GONG 166        ,412704020,0,0.0,118.03612,24.430087,360.0,80,2023-03-15 00:07:54
97,0,BVG08  ,HAI GONG 169        ,412704030,1,0.1,118.037973,24.429668,360.0,80,2023-03-15 00:05:21
106,0,,DA QING 769,412402730,5,0.0,118.430188,24.641103,21.0,80,2023-03-15 00:06:13
121,0,BEJE   ,CHENG LANG 66       ,413570560,0,9.0,118.7656,24.489197,232.5,80,2023-03-15 00:07:53
149,0,SSD,JI XIANG 17,414403170,5,0.0,117.454263,23.657623,4.1,80,2023-03-15 00:04:07
175,0,BSNW   ,HAI XIONG YOU 2     ,412476870,0,8.6,118.478037,24.29964,229.1,80,2023-03-15 00:07:58
184,0,BLBZ   ,HAI XIN YOU 602     ,413400630,1,0.0,119.83,25.959516999999998,240.2,80,2023-03-15 00:05:54
215,,,QUAN YI YOU 02      ,413697460,15,0.0,118.715045,24.816445,248.1,80,2023-03-15 00:05:02
222,9814569,BR4000 ,CHUNG YU NO.21      ,416005451,5,0.0,120.300813,22.584505,34.3,80,2023-03-15 00:07:28
223,9814571,BR4001 ,CHUNG YU NO.22      ,416005452,8,0.0,120.301295,22.58476,130.0,80,2023-03-15 00:07:57
237,,,JIN HAI SHUN 5      ,413696780,15,0.0,118.03989,24.467102,111.7,80,2023-03-15 00:05:16
238,0,BVAK8  ,HAI DA 788          ,413696810,1,0.0,118.0426,24.428882,360.0,80,2023-03-15 00:07:36
