fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time
21,9134294,V3IJ2  ,ECHO STAR           ,312868000,5,0.0,117.13127,23.563982,203.4,80,2023-03-24 23:32:40
39,9814569,BR4000 ,CHUNG YU NO.21      ,416005451,5,0.0,120.300092,22.582928,7.3,80,2023-03-24 23:35:50
64,0,BLBZ   ,HAI XIN YOU 602     ,413400630,1,0.0,118.119873,24.395713,262.6,80,2023-03-24 23:34:43
153,9445473,D5SA5  ,ATHERINA            ,636018918,0,12.4,120.409297,20.395553,55.1,80,2023-03-24 23:34:43
246,,,HAI DA 868,412703850,15,0.0,118.037867,24.427683,235.9,80,2023-03-24 23:37:19
247,,       ,,412703890,15,1.4,118.041527,24.455208,166.6,80,2023-03-24 23:35:45
285,,,JIN HAI SHUN 5      ,413696780,15,0.0,118.03998,24.467017,190.3,80,2023-03-24 23:37:28
286,9058684,9LU2698,AN SHUEN            ,667001895,2,0.30000000000000004,120.18192,22.30042,65.9,80,2023-03-24 23:37:35
304,,BVGH8  ,,413696450,15,0.1,118.43321,24.636915,317.8,80,2023-03-24 23:36:53
306,9172234,T2HM5  ,MELATI 3            ,572210220,0,12.8,121.219875,21.824238,16.9,80,2023-03-24 23:37:34
334,0,,DA QING 769,412402730,1,0.0,116.848553,23.266758,353.8,80,2023-03-24 23:29:43
370,9630444,V7ZA6  ,BLUE ARROW          ,538004779,0,13.2,121.276788,25.289325,245.9,80,2023-03-24 23:37:33
375,9868120,BOFH7  ,BEI HAI KUN PENG    ,412474000,0,12.8,119.206588,24.748293,234.9,80,2023-03-24 23:37:34
384,0,BOAC7  ,DA AN 38            ,413212970,0,9.2,117.768317,23.71345,231.5,80,2023-03-24 23:36:15
410,9346861,SVCD4,KRITI VERANO,241367000,0,12.9,121.883375,22.944098,34.4,80,2023-03-24 23:37:26
529,9596272,3FQH2  ,MERIDIAN EXPRESS    ,356537000,0,12.4,120.298285,21.642423,266.1,80,2023-03-24 23:37:11
534,0,BKQM4  ,HENG HUI 7          ,412406130,0,8.3,120.30844,26.198703,18.9,80,2023-03-24 23:37:34
568,9359870,HZAO   ,GULF HUWAYLAT       ,403584000,0,11.9,118.793983,21.827967,63.0,80,2023-03-24 23:35:34
882,0,BVCZ8  ,HAI GONG 166        ,412704020,1,0.1,118.032373,24.431328,360.0,80,2023-03-24 23:37:13
883,0,BVG08  ,HAI GONG 169        ,412704030,1,0.2,118.037733,24.430513,346.0,80,2023-03-24 23:36:04
888,,0000000,,413592460,15,0.0,119.547635,26.120877,297.1,80,2023-03-24 23:33:56
892,0,BODT5  ,SHENG RONG 26       ,413223960,1,0.0,117.549325,23.71407,294.8,80,2023-03-24 23:36:42
917,0,BPCR9  ,RONG TOU YOU 8      ,412303310,0,0.30000000000000004,119.450133,25.240353,77.6,80,2023-03-24 23:28:58
923,9686780,BRVY   ,ZHONG WEI 6         ,412476930,5,0.0,117.498083,23.757442,157.3,80,2023-03-24 23:25:13
1239,6514332,BVVVVB,MIN XIA MEN YOU 0008,413693820,0,0.0,118.03704,24.466487,0.0,80,2023-03-24 23:34:04
1241,,,,413695530,0,0.0,118.037022,24.463992,360.0,80,2023-03-24 23:35:13
1268,,BIBI9  ,,413377790,15,0.1,119.79252,26.264508,51.0,80,2023-03-24 23:37:19
1269,,BIBJ2  ,,413377810,15,0.1,119.79167,26.26668,120.7,80,2023-03-24 23:36:01
1273,0,BLGO3  ,ZHONG HAI YOU 698   ,413405390,0,0.0,119.71848,26.445288,62.1,80,2023-03-24 23:36:50
1274,0,BLJJ   ,HUA CHEN 66         ,413409950,0,7.3,121.237653,27.41314,25.5,80,2023-03-24 23:34:33
1280,0,       ,YONGFENGDA98,413427230,0,5.0,119.936307,26.242655,36.3,80,2023-03-24 23:37:29
1317,0,BPBW9  ,MIN YOU 101         ,412459770,5,0.0,119.485387,26.018552,0.0,80,2023-03-24 23:28:04
1340,9401659,BUQW   ,CHANG HANG FEI YUE  ,413357430,0,9.2,117.635213,23.346573,228.5,80,2023-03-24 23:32:08
1361,0,BQ3019,CHUNG YU NO1,416000120,1,0.0,120.51915,24.286638,241.9,80,2023-03-24 23:36:23
1390,0,BKSO3  ,KANG FA 11          ,412438420,5,0.0,117.880787,24.432667,360.0,80,2023-03-24 23:29:25
1428,,,JINHAISHUN3         ,413695940,15,0.0,118.040008,24.46708,74.7,80,2023-03-24 23:29:39
1429,,,HAIMINGHUA168       ,413695950,15,0.0,118.036392,24.469367,36.8,80,2023-03-24 23:36:55
1430,,,SHUN ZHOU 99        ,413697050,15,0.0,118.192548,24.560825,281.4,80,2023-03-24 23:36:06
1433,,,MIN XIA MEN YOU 0087,413697180,15,0.0,118.036562,24.463477,244.0,80,2023-03-24 23:35:11
1438,9702974,BVIT5  ,XING TONG 10        ,413697810,0,10.7,119.036478,24.90909,31.0,80,2023-03-24 23:32:04
1443,0,BVHW8  ,HAI GONG 167        ,413698470,8,0.0,118.037008,24.462577,138.1,80,2023-03-24 23:35:25
1444,,,HENG YU 9           ,413698760,15,0.0,118.365698,24.515705,65.4,80,2023-03-24 23:33:59
1486,0,BKVJ5  ,YU SHUN 27          ,413443130,0,11.0,119.807018,25.316287,199.3,80,2023-03-24 23:37:19
1488,0,BKPH6,YI DA 7,413447410,0,12.4,119.600937,25.128112,234.1,80,2023-03-24 23:37:29
1501,0,,SHAN QING 5 ,413470870,0,0.0,117.108393,23.55974,275.1,80,2023-03-24 23:28:41
1502,,,ZHENG LI XIN HAI 101,413472670,15,0.0,118.892222,24.876598,13.3,80,2023-03-24 23:35:39
1507,0,BSQZ ,YUN DA YOU 7,413492330,0,9.0,116.837075,23.203983,238.0,80,2023-03-24 23:35:25
1539,9859246,H3MS   ,GOLDEN BETELGEUSE   ,370679000,0,13.1,121.864342,22.926088,20.1,80,2023-03-24 23:37:25
1552,0,BFBM9  ,ZHONG HAI YOU 668   ,413305640,1,0.0,119.794093,26.26451,180.8,80,2023-03-24 23:36:50
1567,9876414,D5XU7  ,BAGHDAD             ,636020128,4,14.8,122.354167,24.167925,19.9,80,2023-03-24 23:37:36
1570,0,,HUA JUN YOU 369     ,413511130,5,0.0,119.488175,26.020315,216.6,80,2023-03-24 23:25:46
1634,0,BPCX9  ,XIN XIANG TAI       ,412378820,5,0.0,118.043625,24.452283,356.6,80,2023-03-24 23:34:47
1637,9531351,BR4317 ,TONG YEA NO.9       ,416006175,0,0.0,120.292075,22.592932,183.8,80,2023-03-24 23:37:22
1653,8910639,BNCB   ,TONG YEA NO.3       ,416124900,0,0.1,120.28598,22.597483,360.0,80,2023-03-24 23:37:29
1681,9611668,BPGG   ,XIU CHI             ,414734000,0,11.5,121.703705,27.156132,43.7,80,2023-03-24 23:28:17
1688,,_      ,,413466770,1,0.2,116.858933,23.263942,360.0,80,2023-03-24 23:36:00
1691,,,,413700790,15,0.1,118.037035,24.464053,301.6,80,2023-03-24 23:28:36
1695,9149251,3EHQ4  ,SHINING             ,374133000,0,12.4,119.08772,24.338778,222.8,80,2023-03-24 23:36:52
1747,0,____   ,BAI TONG 9          ,414405380,0,9.9,118.787227,24.615963,43.0,80,2023-03-24 23:37:37
1757,9759757,V7UB5  ,FRONT CROWN         ,538007001,0,9.6,122.621765,22.861627,199.5,80,2023-03-24 23:27:08
1773,9259185,3EYZ8  ,HEBE                ,370449000,0,11.9,121.124967,20.508667,218.0,80,2023-03-24 23:29:08
1796,0,BKWF3,DA QING 739,413404390,1,0.1,118.531983,24.529992,107.0,80,2023-03-24 23:35:23
1812,,,MIN XIA MEN YOU 0060,412459660,15,0.0,118.036985,24.462802,226.4,80,2023-03-24 23:36:19
1866,9487263,A8XN9  ,YAMILAH-III         ,636014944,0,11.8,121.824113,21.361423,49.2,80,2023-03-24 23:35:55
1892,9166962,3EVT9  ,JM ARIES            ,374974000,2,1.8,120.952045,25.234635,224.8,80,2023-03-24 23:37:34
1933,0,BOAR4  ,BANG YANG 7         ,414404060,0,11.7,119.307322,24.796218,230.2,80,2023-03-24 23:37:22
1938,9166857,D8VG   ,ARAHAN              ,440501000,5,0.0,120.510425,24.279138,192.4,80,2023-03-24 23:35:38
2004,0,BHOW,JIXIANG6,413444190,1,0.0,118.115677,24.401032,60.2,80,2023-03-24 23:35:28
2024,9607875,7KBT   ,HORAISAN            ,431756000,0,13.1,119.366725,19.37162,238.0,80,2023-03-24 23:34:09
2130,0,BMNY   ,FA XING YOU 168,413508450,0,0.1,119.799043,26.22064,45.4,80,2023-03-24 23:37:23
2143,0,BCER   ,RI  YOU  6          ,413326190,0,5.6,120.597507,26.641497,35.5,80,2023-03-24 23:37:35
2178,,,WO SHUN,667001839,15,0.0,119.184793,22.876015,246.7,80,2023-03-24 23:37:25
2215,,,JIN HAI SHUN 9,413694720,15,0.0,118.040167,24.428633,94.6,80,2023-03-24 23:30:12
