fid,IMO_Number,Call_Sign,ShipName,MMSI,Navigational_Status,SOG,Longitude,Latitude,COG,Ship_and_Cargo_Type,Record_Time
2,0,BLBZ   ,HAI XIN YOU 602     ,413400630,0,7.7,118.717627,24.576657,48.4,80,2023-03-26 20:27:21
3,0,BPDX9  ,XIANGSHUNYOU9   ,413400670,5,0.0,117.584248,23.737047,360.0,80,2023-03-26 20:23:19
23,0,BXRM,FENG SHENG YOU 10,412469780,0,9.6,120.853083,26.95984,213.4,80,2023-03-26 20:27:03
34,0,BOZC5  ,HENG  FA  16        ,413368610,0,9.3,120.133747,25.797632,195.6,80,2023-03-26 20:27:18
94,0,BVCZ8  ,HAI GONG 166        ,412704020,1,0.0,118.034307,24.431103,360.0,80,2023-03-26 20:27:17
95,0,BVG08  ,HAI GONG 169        ,412704030,1,0.2,118.039413,24.430278,360.0,80,2023-03-26 20:25:23
106,9588445,A8WZ6  ,NORDIC BREEZE       ,636014868,0,12.3,122.649473,24.172847,179.8,80,2023-03-26 20:27:23
136,0,BTJG2  ,NING YANG YOU 8     ,414403270,0,10.6,120.973472,27.126188,213.8,80,2023-03-26 20:24:47
151,,,JIN HAI SHUN 5      ,413696780,15,0.0,118.039868,24.466608,143.7,80,2023-03-26 20:24:09
152,0,BVAK8  ,HAI DA 788          ,413696810,0,0.0,118.044907,24.429867,352.4,80,2023-03-26 20:27:21
153,9058684,9LU2698,AN SHUEN            ,667001895,2,0.1,120.143933,22.298918,207.8,80,2023-03-26 20:27:22
156,,,DA FENG 3,413697040,15,8.0,120.104547,26.57053,210.7,80,2023-03-26 20:26:20
181,,BVGH8  ,,413696450,15,0.0,118.433218,24.635533,25.6,80,2023-03-26 20:24:48
256,,,QUAN YI YOU 02      ,413697460,15,0.0,118.714997,24.816533,157.2,80,2023-03-26 20:20:27
260,9814569,BR4000 ,CHUNG YU NO.21      ,416005451,5,0.0,120.300797,22.584422,21.8,80,2023-03-26 20:24:36
300,9747273,HPBS   ,YOKOHAMA PIONEER    ,374842000,0,12.5,121.456215,26.517885,225.5,80,2023-03-26 20:25:37
324,9821706,D5TW2  ,ELANDRA SOUND       ,636019297,0,11.6,120.064618,25.069495,43.9,80,2023-03-26 20:24:16
364,,BVFG 8 ,,413699880,15,0.0,118.03698,24.466373,296.4,80,2023-03-26 20:24:48
405,0,BKUC4,YUAN XIANG 157,412401340,0,10.0,118.170983,24.042767,230.7,80,2023-03-26 20:27:18
424,0,,HAI DA 868,412703850,15,0.1,118.040027,24.427822,189.9,80,2023-03-26 20:27:01
426,0,BVAQ8,HAI ZHI XING 168,412703930,1,0.0,117.54917,23.719313,82.2,80,2023-03-26 20:25:18
679,0,BINB   ,HU YOU 8            ,412373510,1,0.0,118.535547,24.5238,286.5,80,2023-03-26 20:25:16
682,9796224,BTTP   ,DING HENG 15        ,412380870,0,10.4,121.093478,27.292347,216.0,80,2023-03-26 20:23:42
731,0,BPBW9  ,MIN YOU 101         ,412459770,0,8.0,119.5888,25.130733,64.1,80,2023-03-26 20:25:53
801,9335094,C6VO4  ,GULF ESPRIT         ,308231000,5,0.0,121.748783,25.14175,131.0,80,2023-03-26 20:25:56
818,0,BPCR9  ,RONG TOU YOU 8      ,412303310,15,0.0,119.449943,25.240492,171.2,80,2023-03-26 20:26:23
895,,0000000,,412592650,15,0.0,117.453853,23.657472,255.6,80,2023-03-26 20:17:11
919,0,BOCI6,SHUN YANG 77,413438050,0,6.0,118.541333,24.419128,238.4,80,2023-03-26 20:27:18
923,9646479,BKNM6,HUITONG78,413445560,1,0.6000000000000001,118.998252,24.631593,137.1,80,2023-03-26 20:20:43
977,6514332,BVVVVB,MIN XIA MEN YOU 0008,413693820,0,0.0,118.037067,24.466203,0.0,80,2023-03-26 20:18:51
985,,,JINHAISHUN3         ,413695940,15,0.0,118.039767,24.466673,74.7,80,2023-03-26 20:23:55
986,,,HAIMINGHUA168       ,413695950,15,0.0,118.03626,24.469172,36.8,80,2023-03-26 20:26:13
987,,,SHUN ZHOU 99        ,413697050,15,0.0,118.192548,24.560825,281.4,80,2023-03-26 20:26:36
988,,BVBL6,,413697070,15,0.1,117.58064,23.772753,0.0,80,2023-03-26 20:23:44
990,,,MIN XIA MEN YOU 0087,413697180,15,0.0,118.036545,24.463277,249.6,80,2023-03-26 20:17:13
996,9702974,BVIT5  ,XING TONG 10        ,413697810,1,0.2,118.126232,24.390792,161.6,80,2023-03-26 20:24:37
